LTKBID,DILIRank_PubChem_CID,LabelCompoundName,ApprovalYear,DILIConcern,SeverityClass,LabelSection,AdjudicatedDILI,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,URL (accessed on 1/21/2016),"VER_DISP (1=LTKB-BD, 2=others)",DILIST_ID,CompoundName,DILIst Classification ,Routs of Administration ,PUBCHEM_CID_from_name,compound_id,_merge,pubchem_smiles
LT00859,3821,ketamine,1970,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,,,,,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=505dc937-694d-4a3a-befa-aae20071b4c7,1,390,ketamine,1,Intravenous,3821,CID3821,both,CNC1(CCCCC1=O)C2=CC=CC=C2Cl
LT00867,27350,pancuronium,1972,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1[N+]4(CCCCC4)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a95893be-9df7-4f3e-ad72-3298dab8b187,2,391,pancuronium,0,Intravenous,441289,CID441289,both,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1[N+]4(CCCCC4)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-]
LT00869,444007,pentagastrin,1974,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(C)COC(=O)NCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=abc92ef1-f9c3-4eac-a273-9b8705b36c29,2,392,pentagastrin,0,Intravenous,9853654,CID9853654,both,CC(C)COC(=O)NCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N
LT00870,5826,dextroamphetamine,1975,No-DILI-concern,0,No match,,vNo-DILI-Concern,HH,,Positive,,C[C@@H](CC1=CC=CC=C1)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a37b6ef9-78b4-4b18-8797-ecb583502500 ,2,393,dextroamphetamine,0,Oral,5826,CID5826,both,C[C@@H](CC1=CC=CC=C1)N
LT00877,5403,terbutaline,1974,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,HH,,Positive,,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=382dcebb-6e41-4335-818d-b5822e3fb884,2,394,terbutaline,1,Oral,5403,CID5403,both,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
LT00878,16133812,calcitonin salmon,1978,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f9d5a587-e2bc-4001-987d-9b04731303cb,2,395,calcitonin salmon,0,Subcutaneous,16133812,CID16133812,both,C[C@H]([C@H]1C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CO)CC(C)C)CC(=O)N)CO)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N5CCC[C@H]5C(=O)N)O
LT00879,3053,pentetic acid,1976,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=becdab53-f7a7-7280-6930-21f3a61b99e7,2,396,pentetic acid,0,Intravenous,3053,CID3053,both,C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O
LT00880,11963622,nitroprusside,1974,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Fe+4],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6a44bcac-a0e1-4069-5691-db7b83dbb4b7,2,397,nitroprusside,0,Intravenous,23644556,CID23644556,both,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Fe+4]
LT00881,62816,colestipol,1977,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,,,,C1C(O1)CCl.C(CNCCNCCNCCN)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa6c3e11-84e9-433d-aa74-7cd34336bbed,2,398,colestipol,0,Oral,62816,CID62816,both,C1C(O1)CCl.C(CNCCNCCNCCN)N
LT00886,11333,lactulose,1976,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3a5249b6-ede1-473d-a618-49b075af78b3,1,399,lactulose,0,Oral,11333,CID11333,both,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O
LT00894,16850,fluorescein,1976,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a1823be3-a739-48bc-a3ea-ceb7cc5105ce,2,401,fluorescein,0,Intravenous,16850,CID16850,both,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O
LT00895,441350,metyrosine,1979,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,non-hepatotixic,,,C[C@](CC1=CC=C(C=C1)O)(C(=O)O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=32fb2f2f-34b5-4cd5-9145-c3ab37c5ca92,1,402,metyrosine,0,Oral,441350,CID441350,both,C[C@](CC1=CC=C(C=C1)O)(C(=O)O)N
LT00898,5284525,carboprost tromethamine,1979,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCCCC[C@@](C)(/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C/CCCC(=O)O)O)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3d282998-ff0c-480a-bd80-155606ef0a65,2,403,carboprost tromethamine,0,Intramuscular,5281074,CID5281074,both,CCCCC[C@@](C)(/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C/CCCC(=O)O)O)O)O
LT00899,134070,calcitriol,1978,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CCCC2=CC=C3C[C@H](C[C@@H](C3=C)O)O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=167a669f-7b7e-46ea-9331-567bf19d8787,2,404,calcitriol,0,Oral,5280453,CID5280453,both,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CCCC2=CC=C3C[C@H](C[C@@H](C3=C)O)O)C
LT00905,5288826,morphine,1984,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,non-hepatotixic,,,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=405b7997-1e47-4904-96d0-72c241ed8195,2,405,morphine,0,Oral,5288826,CID5288826,both,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O
LT00910,5284592,nabilone,1985,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCCCCCC(C)(C)C1=CC2=C([C@@H]3CC(=O)CC[C@H]3C(O2)(C)C)C(=C1)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb582d64-0f51-11df-8a39-0800200c9a66,2,406,nabilone,0,Oral,5284592,CID5284592,both,CCCCCCC(C)(C)C1=CC(=C2[C@@H]3CC(=O)CC[C@H]3C(OC2=C1)(C)C)O
LT00916,39764,vecuronium,1984,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1N4CCCCC4)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=10b6e166-58ea-4b78-9ca2-471f19737101,2,407,vecuronium,0,Intravenous,39765,CID39765,both,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1N4CCCCC4)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-]
LT00917,47319,atracurium,1983,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=de1c2dcd-295b-47ce-b7a1-a8be59939a54,1,408,atracurium,0,Intravenous,47319,CID47319,both,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C
LT00919,5284570,hydromorphone,1984,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,non-hepatotixic,,Negative,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)CC4,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=22e635cb-98c0-e4f9-6a71-62d7487a0a6c,2,409,hydromorphone,0,Oral,5284570,CID5284570,both,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)CC4
LT00920,41693,sufentanil,1984,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,Negative,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=52fc28b9-464a-4173-9d0d-000ed0dbf265,2,410,sufentanil,0,Intravenous,41693,CID41693,both,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC
LT00923,5526,tranexamic acid,1986,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,Negative,C1CC(CCC1CN)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=add851b1-0f2d-46e9-b122-f4f5ff216539,1,411,tranexamic acid,0,Oral,5526,CID5526,both,C1CC(CCC1CN)C(=O)O
LT00925,51263,alfentanil,1986,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,Negative,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9781f06d-485e-41f0-84aa-ee177f0ad137,2,412,alfentanil,0,Intravenous,51263,CID51263,both,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC
LT00926,6433328,ethanolamine oleate,1988,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCCCCCCC/C=C/CCCCCCCC(=O)O.C(CO)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a9c1d8c5-443e-400e-a42c-16a25fb47231,1,413,ethanolamine oleate,0,Intravenous,5282489,CID5282489,both,CCCCCCCC/C=C/CCCCCCCC(=O)O.C(CO)N
LT00928,71357,rubidium chloride rb-82,1989,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ee95aa18-9f2f-40eb-9b4c-583bea6f36bf,2,414,rubidium chloride rb-82,0,Intravenous,71357,CID71357,both,[Cl-].[82Rb+]
LT00929,62819,urofollitropin,1986,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)C(C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9bb87daf-d156-504e-adaf-4c21383f8d16,2,415,urofollitropin,0,Subcutaneous,62819,CID62819,both,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)C(C)O
LT00932,16133850,teriparatide,2002,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC5=CNC=N5)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC6=CC=CC=C6)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CO)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aae667c5-381f-4f92-93df-2ed6158d07b0,2,416,teriparatide,0,Subcutaneous,16133850,CID16133850,both,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC5=CNC=N5)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC6=CC=CC=C6)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CO)N
LT00935,55466,gadopentetate dimeglumine**,1988,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=be234024-ed43-404e-a40e-a3c1572a9726,2,417,gadopentetate dimeglumine,0,Intravenous,146159982,CID146159982,both,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3]
LT00937,5071,rimantadine,1993,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(C12CC3CC(C1)CC(C3)C2)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=08d7b0df-a353-49a0-92ac-64028d4084b7,2,418,rimantadine,0,Oral,5071,CID5071,both,CC(C12CC3CC(C1)CC(C3)C2)N
LT00944,3341,fenoldopam,1997,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=df4cd207-c3b8-4008-5290-02f296c2b4a6,2,420,fenoldopam,0,Intravenous,3341,CID3341,both,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O
LT00947,6116,calcium acetate,1990,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(=O)[O-].CC(=O)[O-].[Ca+2],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=85fd41f8-2823-44ca-a15e-f1f2e5d0ff94,2,421,calcium acetate,0,Oral,6116,CID6116,both,CC(=O)[O-].CC(=O)[O-].[Ca+2]
LT00950,5281042,mivacurium,1992,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C[N+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=98ca2c17-43e2-49af-abbc-f870877e5786,2,422,mivacurium,0,Intravenous,5281042,CID5281042,both,C[N+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C
LT00952,60714,gadoteridol,1992,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=778aee03-7d4c-481a-be8a-a75db0702f5a,2,423,gadoteridol,0,Intravenous,60714,CID60714,both,CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3]
LT00955,107807,perindopril,1993,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,,,Negative,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cbc5b3c3-4d2c-4fa0-adbb-8ddf42e881c5,2,425,perindopril,0,Oral,107807,CID107807,both,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O
LT00957,441290,rocuronium,1994,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(=O)O[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@H](C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b73f192c-2912-4ec3-9b4f-05a58d9b35ba,2,426,rocuronium,0,Intravenous,441290,CID441290,both,CC(=O)O[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@H](C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C
LT00967,6432052,ferumoxides,1996,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=82ceb312-3aaa-4a5c-9849-7f246cc06ded,2,429,ferumoxides,0,Intravenous,6432052,CID6432052,both,[O-2].[O-2].[O-2].[O-2].[Fe+2].[Fe+3].[Fe+3]
LT00972,57166,porfimer**,1995,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C(C)OC(C)C6=C(C7=CC8=C(C(=C(N8)C=C9C(=C(C(=N9)C=C1C(=C(C(=N1)C=C6N7)C)CCC(=O)O)CCC(=O)O)C)C)C(C)O)C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C(C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5c4841b4-fbc0-4163-8ee1-cb28629cbfbf,2,430,porfimer,0,Intravenous,137321858,CID137321858,both,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C(C)OC(C)C6=C(C7=CC8=C(C(=C(N8)C=C9C(=C(C(=N9)C=C1C(=C(C(=N1)C=C6N7)C)CCC(=O)O)CCC(=O)O)C)C)C(C)O)C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C(C)O
LT00974,60753,ibutilide,1995,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c25d21e7-6136-4a7a-b139-12f53116fc3d,2,431,ibutilide,0,Intravenous,60753,CID60753,both,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
LT00978,62886,cisatracurium besylate,1995,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,Negative,C[N@@+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3db3b76c-3e5a-456e-46a8-456fde1e6195,2,432,cisatracurium besylate,0,Intravenous,62886,CID62886,both,C[N@@+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]
LT00979,5284603,oxycodone,1998,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5243e601-42c2-48c7-8600-8806cea4185d,2,433,oxycodone,0,Oral,5284603,CID5284603,both,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O
LT00980,2088,alendronate,1995,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,,,,,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b2adbfa-a28e-442e-8047-cda45c4731da,1,434,alendronate,1,Oral,2088,CID2088,both,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN
LT00982,129211,tamsulosin,1997,No-DILI-Concern,0,No match,Yes,vLess-DILI-Concern,,,,,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d742707b-4c17-4b08-a9d0-491ba2bf6415,1,435,tamsulosin,1,Oral,129211,CID129211,both,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N
LT00986,60654,dolasetron,1997,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,,,Negative,C1[C@@H]2CC(CC3N2CC(=O)C1C3)OC(=O)C4=CNC5=CC=CC=C54,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3df5f9f0-d374-425f-8a6d-e58fbfb8ea04,2,436,dolasetron,0,Oral,3033818,CID3033818,both,C1[C@@H]2CC(CC3N2CC(=O)C1C3)OC(=O)C4=CNC5=CC=CC=C54
LT00987,60815,remifentanil,1996,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dbc63b6e-f8c5-4fd0-8ec3-4f5e19125313,2,437,remifentanil,1,Intravenous,60815,CID60815,both,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC
